code,name,fund_type,label,time,stock_code,stock_name,stock_proportion,stock_amount,stock_value
004683,建信高端医疗股票,gp,2021年1季度股票投资明细,2021-03-31,	000963,华东医药,5.41%,31.52,"1,162.46"
004683,建信高端医疗股票,gp,2021年1季度股票投资明细,2021-03-31,	000516,国际医学,5.16%,80.29,"1,109.62"
004683,建信高端医疗股票,gp,2021年1季度股票投资明细,2021-03-31,	300760,迈瑞医疗,5.14%,2.77,"1,105.53"
004683,建信高端医疗股票,gp,2021年1季度股票投资明细,2021-03-31,	603883,老百姓,4.62%,14.52,994.62
004683,建信高端医疗股票,gp,2021年1季度股票投资明细,2021-03-31,	000403,派林生物,3.71%,21.62,797.35
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	600873,梅花生物,7.24%,39.30,227.55
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	603156,养元饮品,6.73%,8.18,211.60
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	300741,华宝股份,6.39%,4.79,200.80
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	603886,元祖股份,5.07%,9.07,159.27
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	002299,圣农发展,4.94%,6.03,155.27
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	603198,迎驾贡酒,4.36%,3.89,137.01
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	603696,安记食品,4.26%,14.71,133.86
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	000895,双汇发展,3.73%,2.86,117.26
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	000848,承德露露,3.35%,16.69,105.46
501089,方正富邦消费红利指数增强(LOF),gp,2021年1季度股票投资明细,2021-03-31,	600598,北大荒,3.12%,6.27,98.13
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,8.32%,1.17,102.96
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	002415,海康威视,7.77%,1.72,96.15
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	603236,移远通信,7.45%,0.44,92.12
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	600660,福耀玻璃,6.41%,1.72,79.26
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	000636,风华高科,4.71%,1.87,58.27
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	002597,金禾实业,4.65%,1.46,57.52
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	600346,恒力石化,4.62%,1.95,57.19
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	688051,佳华科技,4.40%,0.73,54.43
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	01951,锦欣生殖,4.34%,3.80,53.70
011150,创金合信ESG责任投资股票C,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,4.21%,1.02,52.12
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	000725,京东方A,6.93%,436.22,"2,735.10"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,6.54%,29.32,"2,579.72"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	600276,恒瑞医药,6.21%,26.62,"2,451.62"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	002415,海康威视,4.63%,32.72,"1,829.04"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	300760,迈瑞医疗,4.11%,4.06,"1,620.39"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	002241,歌尔股份,3.79%,55.03,"1,494.07"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	002230,科大讯飞,3.37%,27.55,"1,331.49"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	300274,阳光电源,3.27%,17.98,"1,290.33"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	002410,广联达,2.64%,15.69,"1,041.66"
010202,天弘中证科技100指数增强A,gp,2021年1季度股票投资明细,2021-03-31,	600089,特变电工,2.29%,80.74,903.48
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	00700,腾讯控股,10.11%,170.56,"87,935.12"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	01299,友邦保险,8.23%,897.46,"71,527.99"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	02899,紫金矿业,6.87%,"7,388.80","59,700.92"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	03690,美团-W,6.81%,234.98,"59,223.82"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	01810,小米集团-W,5.93%,"2,370.18","51,583.14"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	02313,申洲国际,5.93%,378.48,"51,533.27"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	02020,安踏体育,5.05%,410.10,"43,949.93"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	02382,舜宇光学科技,4.57%,265.59,"39,776.32"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	06969,思摩尔国际,4.06%,882.60,"35,283.71"
002121,广发沪港深新起点股票A,gp,2021年1季度股票投资明细,2021-03-31,	01801,信达生物,3.83%,499.50,"33,287.90"
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	601318,中国平安,8.19%,7.67,603.63
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,7.64%,0.28,562.52
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,5.50%,7.93,405.22
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	600276,恒瑞医药,3.85%,3.08,283.64
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	601166,兴业银行,3.04%,9.30,224.04
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	601888,中国中免,2.78%,0.67,205.07
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,2.71%,2.27,199.76
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	600887,伊利股份,2.27%,4.17,166.93
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,2.22%,0.61,163.47
004891,华润元大成长精选A,gp,2021年1季度股票投资明细,2021-03-31,	600030,中信证券,2.03%,6.26,149.55
007787,富国中证国企一带一路ETF联接C,gp,2021年1季度股票投资明细,2021-03-31,	601866,中远海发,0.01%,0.07,0.19
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601318,中国平安,6.04%,24.21,"1,905.33"
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,5.27%,32.52,"1,662.01"
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,5.13%,0.81,"1,617.85"
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,3.19%,3.76,"1,007.47"
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600276,恒瑞医药,2.53%,8.67,798.05
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	000333,美的集团,2.50%,9.60,789.41
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601668,中国建筑,2.33%,141.51,734.44
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600887,伊利股份,1.81%,14.25,570.42
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600309,万华化学,1.67%,4.99,526.94
008239,中泰沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601211,国泰君安,1.65%,32.14,521.93
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,4.74%,1.20,"2,410.80"
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601318,中国平安,3.71%,23.97,"1,886.44"
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,3.06%,30.45,"1,556.00"
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,2.40%,4.55,"1,219.31"
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	000333,美的集团,1.92%,11.89,977.30
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601166,兴业银行,1.79%,37.80,910.56
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	600276,恒瑞医药,1.54%,8.53,785.28
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	000651,格力电器,1.41%,11.47,719.17
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601888,中国中免,1.20%,2.00,612.16
003958,安信量化精选沪深300增强C,gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,1.15%,6.65,585.55
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,5.36%,1.26,"2,528.93"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	601318,中国平安,4.76%,28.51,"2,243.74"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,4.23%,39.06,"1,995.97"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	600690,海尔智家,2.63%,39.73,"1,238.78"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,2.43%,4.28,"1,146.95"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	000002,万科A,2.30%,36.13,"1,083.90"
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	000001,平安银行,2.11%,45.21,995.07
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	000725,京东方A,2.08%,156.26,979.75
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	002142,宁波银行,2.07%,25.07,974.72
003885,汇安沪深300指数增强C,gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,2.05%,11.00,968.00
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	300751,迈为股份,8.41%,40.67,"22,370.26"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	000830,鲁西化工,8.31%,"1,423.98","22,114.38"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	603599,广信股份,6.72%,573.91,"17,871.51"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	002497,雅化集团,5.74%,890.19,"15,275.63"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	688006,杭可科技,4.55%,196.53,"12,106.51"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	600810,神马股份,4.15%,954.11,"11,039.09"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	688510,航亚科技,3.82%,440.62,"10,165.15"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	002466,天齐锂业,3.81%,268.40,"10,140.25"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	300769,德方纳米,3.76%,85.84,"10,008.96"
001643,汇丰晋信智造先锋股票A,gp,2021年1季度股票投资明细,2021-03-31,	000683,远兴能源,3.52%,"3,600.70","9,361.81"
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	600025,华能水电,5.12%,56.69,328.24
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	000069,华侨城A,4.99%,31.37,319.66
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	000963,华东医药,4.86%,8.44,311.27
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	688696,极米科技,4.21%,0.58,269.65
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	603801,志邦家居,4.18%,4.64,267.73
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	600406,国电南瑞,4.00%,8.22,255.97
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	600258,首旅酒店,3.42%,8.03,218.82
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	601006,大秦铁路,3.27%,29.90,209.60
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	688036,传音控股,3.25%,0.99,208.23
002137,诺安利鑫灵活配置混合,hh,2021年1季度股票投资明细,2021-03-31,	600028,中国石化,3.23%,47.81,207.02
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,4.93%,0.72,"1,444.27"
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	601318,中国平安,4.23%,15.73,"1,237.87"
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,2.49%,2.72,729.07
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	000333,美的集团,2.38%,8.49,698.03
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	601166,兴业银行,1.79%,21.71,523.07
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	600276,恒瑞医药,1.70%,5.42,498.71
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	601888,中国中免,1.46%,1.39,426.31
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	000651,格力电器,1.44%,6.73,422.08
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	600887,伊利股份,1.20%,8.80,352.30
160807,长盛沪深300指数(LOF),gp,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,1.11%,3.70,325.28
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300363,博腾股份,3.80%,0.38,20.07
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	600019,宝钢股份,3.52%,2.30,18.58
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300740,水羊股份,3.52%,0.80,18.54
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	603893,瑞芯微,3.45%,0.28,18.19
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	600063,皖维高新,3.24%,3.91,17.09
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300659,中孚信息,3.23%,0.44,17.03
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002791,坚朗五金,3.14%,0.10,16.58
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002092,中泰化学,3.14%,1.79,16.58
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002139,拓邦股份,3.12%,1.49,16.46
004724,先锋聚元灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	603198,迎驾贡酒,3.01%,0.45,15.87
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002891,中宠股份,9.08%,104.02,"4,637.40"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300415,伊之密,8.64%,220.51,"4,412.41"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	603039,泛微网络,7.55%,42.38,"3,857.05"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002599,盛通股份,7.43%,"1,012.25","3,795.94"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	600031,三一重工,7.39%,110.52,"3,774.43"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300724,捷佳伟创,7.29%,34.35,"3,721.29"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300785,值得买,7.25%,46.71,"3,700.25"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	300124,汇川技术,6.94%,41.42,"3,541.98"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	002027,分众传媒,6.28%,345.80,"3,208.99"
000717,融通转型三动力灵活配置混合A,hh,2021年1季度股票投资明细,2021-03-31,	600486,扬农化工,5.90%,25.11,"3,011.18"
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	002236,大华股份,7.80%,45.64,"1,125.94"
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	603385,惠达卫浴,7.22%,88.89,"1,042.64"
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	600887,伊利股份,7.21%,26.00,"1,040.85"
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	000338,潍柴动力,6.77%,50.80,977.39
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	000333,美的集团,6.76%,11.88,976.89
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	601877,正泰电器,5.86%,23.30,845.79
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	601012,隆基股份,4.06%,6.67,586.75
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	000157,中联重科,4.03%,45.80,582.12
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	601966,玲珑轮胎,3.82%,11.80,552.27
006429,诺安恒鑫混合,hh,2021年1季度股票投资明细,2021-03-31,	002511,中顺洁柔,3.58%,20.00,516.80
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	601058,赛轮轮胎,7.65%,330.92,"2,988.21"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	000933,神火股份,6.30%,259.02,"2,460.69"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	002984,森麒麟,5.94%,68.31,"2,319.83"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	300415,伊之密,4.00%,78.06,"1,561.98"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	002206,海利得,3.95%,261.09,"1,543.04"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	00700,腾讯控股,3.90%,2.96,"1,526.06"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	01810,小米集团-W,3.47%,62.36,"1,357.16"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	688169,石头科技,2.75%,0.92,"1,074.22"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	603456,九洲药业,2.68%,27.41,"1,047.96"
008963,建信科技创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	688017,绿的谐波,2.59%,10.36,"1,013.52"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	000858,五粮液,4.65%,5.98,"1,602.52"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	601658,邮储银行,4.48%,262.99,"1,543.75"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	600176,中国巨石,4.30%,77.03,"1,479.01"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	000333,美的集团,4.15%,17.36,"1,427.51"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	600660,福耀玻璃,3.99%,29.84,"1,375.03"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	600519,贵州茅台,3.91%,0.67,"1,346.03"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	603806,福斯特,3.53%,14.15,"1,215.63"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	688029,南微医学,3.48%,6.49,"1,199.74"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	300760,迈瑞医疗,3.18%,2.74,"1,093.56"
000418,景顺长城成长之星股票,gp,2021年1季度股票投资明细,2021-03-31,	002475,立讯精密,3.13%,31.90,"1,079.25"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	300454,深信服,9.10%,123.34,"30,464.96"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	002439,启明星辰,8.97%,900.01,"30,033.47"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	600588,用友网络,8.89%,833.34,"29,758.46"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	603986,兆易创新,8.85%,173.33,"29,619.40"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	002594,比亚迪,8.52%,173.33,"28,514.91"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	300124,汇川技术,7.66%,300.00,"25,653.13"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	300661,圣邦股份,6.91%,100.04,"23,138.65"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	688536,思瑞浦,6.47%,60.00,"21,648.00"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	688030,山石网科,5.11%,531.98,"17,119.21"
008121,万家自主创新混合C,hh,2021年1季度股票投资明细,2021-03-31,	688561,奇安信,4.39%,166.00,"14,704.28"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	601166,兴业银行,7.59%,544.62,"13,120.00"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	600031,三一重工,6.43%,325.55,"11,117.43"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	601398,工商银行,6.28%,"1,957.90","10,846.77"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,6.23%,210.69,"10,766.26"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	601288,农业银行,6.02%,"3,059.13","10,401.04"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	002142,宁波银行,5.61%,249.23,"9,690.06"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	002027,分众传媒,5.19%,966.73,"8,971.26"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	601336,新华保险,3.88%,137.95,"6,697.47"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	600426,华鲁恒升,3.27%,150.62,"5,655.92"
519193,万家消费成长,gp,2021年1季度股票投资明细,2021-03-31,	600926,杭州银行,2.83%,289.58,"4,891.01"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	002541,鸿路钢构,9.27%,362.86,"17,878.29"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	002078,太阳纸业,7.48%,917.24,"14,419.00"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	000002,万科A,6.02%,386.82,"11,604.60"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	002375,亚厦股份,4.59%,"1,020.32","8,856.37"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	001914,招商积余,3.56%,347.30,"6,859.26"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	603517,绝味食品,3.21%,80.48,"6,196.71"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	002597,金禾实业,2.67%,130.51,"5,142.09"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	600741,华域汽车,2.53%,176.93,"4,878.01"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	300768,迪普科技,2.29%,115.47,"4,408.71"
010338,国投瑞银远见成长混合A,hh,2021年1季度股票投资明细,2021-03-31,	002831,裕同科技,2.02%,133.57,"3,890.96"
009355,泰达泰和稳健养老一年(FOF),hh,2021年1季度股票投资明细,2021-03-31,	600690,海尔智家,0.37%,11.66,363.56
009355,泰达泰和稳健养老一年(FOF),hh,2021年1季度股票投资明细,2021-03-31,	600036,招商银行,0.35%,6.70,342.37
009355,泰达泰和稳健养老一年(FOF),hh,2021年1季度股票投资明细,2021-03-31,	603259,药明康德,0.34%,2.38,333.68
009355,泰达泰和稳健养老一年(FOF),hh,2021年1季度股票投资明细,2021-03-31,	601939,建设银行,0.33%,45.00,330.75
009355,泰达泰和稳健养老一年(FOF),hh,2021年1季度股票投资明细,2021-03-31,	600030,中信证券,0.33%,13.68,326.82
